Datetime,streamflow,quality
1980-10-01,52.213,2
1980-10-02,52.213,2
1980-10-03,52.213,2
1980-10-04,52.213,2
1980-10-05,51.24100000000001,2
1980-10-06,51.24100000000001,2
1980-10-07,51.24100000000001,2
1980-10-08,50.27,2
1980-10-09,50.27,2
1980-10-10,50.27,2
1980-10-11,49.785,2
1980-10-12,49.301,2
1980-10-13,49.301,2
1980-10-14,49.301,2
1980-10-15,49.785,2
1980-10-16,50.755,2
1980-10-17,52.213,2
1980-10-18,53.18600000000001,2
1980-10-19,53.674,2
1980-10-20,53.674,2
1980-10-21,52.699,2
1980-10-22,52.213,2
1980-10-23,51.24100000000001,2
1980-10-24,50.27,2
1980-10-25,50.27,2
1980-10-26,50.27,2
1980-10-27,51.24100000000001,2
1980-10-28,51.726000000000006,2
1980-10-29,51.24100000000001,2
1980-10-30,50.755,2
1980-10-31,50.755,2
1980-11-01,50.755,2
1980-11-02,50.755,2
1980-11-03,51.726000000000006,2
1980-11-04,51.726000000000006,2
1980-11-05,52.213,2
1980-11-06,53.18600000000001,2
1980-11-07,53.18600000000001,2
1980-11-08,56.605,2
1980-11-09,56.605,2
1980-11-10,57.585,2
1980-11-11,59.058,2
1980-11-12,61.026,2
1980-11-13,61.026,2
1980-11-14,62.012,2
1980-11-15,71.443,2
1980-11-16,69.44800000000001,2
1980-11-17,70.445,2
1980-11-18,75.947,2
1980-11-19,73.942,2
1980-11-20,75.947,2
1980-11-21,68.95100000000001,2
1980-11-22,66.46600000000001,2
1980-11-23,63.988,2
1980-11-24,60.534,2
1980-11-25,59.058,2
1980-11-26,57.095,2
1980-11-27,57.585,2
1980-11-28,60.534,2
1980-11-29,61.026,2
1980-11-30,63.0,2
1980-12-01,57.585,2
1980-12-02,58.076,2
1980-12-03,58.567,2
1980-12-04,58.076,2
1980-12-05,57.095,2
1980-12-06,56.11600000000001,2
1980-12-07,55.626999999999995,2
1980-12-08,54.648999999999994,2
1980-12-09,53.674,2
1980-12-10,53.674,2
1980-12-11,53.674,2
1980-12-12,56.11600000000001,2
1980-12-13,57.585,2
1980-12-14,58.076,2
1980-12-15,58.076,2
1980-12-16,57.095,2
1980-12-17,56.11600000000001,2
1980-12-18,56.11600000000001,2
1980-12-19,56.605,2
1980-12-20,56.605,2
1980-12-21,59.058,2
1980-12-22,61.026,2
1980-12-23,62.506,2
1980-12-24,61.026,2
1980-12-25,63.988,2
1980-12-26,72.442,2
1980-12-27,69.947,2
1980-12-28,66.962,2
1980-12-29,67.956,2
1980-12-30,68.453,2
1980-12-31,68.453,2
1981-01-01,69.947,2
1981-01-02,71.942,2
1981-01-03,80.97800000000001,2
1981-01-04,75.947,2
1981-01-05,70.445,2
1981-01-06,66.46600000000001,2
1981-01-07,71.942,2
1981-01-08,67.459,2
1981-01-09,63.988,2
1981-01-10,67.459,2
1981-01-11,66.46600000000001,2
1981-01-12,62.012,2
1981-01-13,62.012,2
1981-01-14,64.483,2
1981-01-15,63.0,2
1981-01-16,63.0,2
1981-01-17,64.483,2
1981-01-18,71.942,2
1981-01-19,85.021,2
1981-01-20,88.06299999999999,2
1981-01-21,70.445,2
1981-01-22,73.942,2
1981-01-23,71.942,2
1981-01-24,78.459,2
1981-01-25,116.854,2
1981-01-26,124.67299999999999,2
1981-01-27,125.196,2
1981-01-28,128.86,2
1981-01-29,104.949,2
1981-01-30,88.572,2
1981-01-31,98.26799999999999,2
1981-02-01,82.99700000000001,2
1981-02-02,88.06299999999999,2
1981-02-03,87.04799999999999,2
1981-02-04,79.465,2
1981-02-05,75.445,2
1981-02-06,73.442,2
1981-02-07,70.944,2
1981-02-08,68.95100000000001,2
1981-02-09,67.956,2
1981-02-10,67.956,2
1981-02-11,66.46600000000001,2
1981-02-12,65.47399999999999,2
1981-02-13,64.483,2
1981-02-14,67.459,2
1981-02-15,69.44800000000001,2
1981-02-16,77.453,2
1981-02-17,78.962,2
1981-02-18,75.445,2
1981-02-19,68.453,2
1981-02-20,67.459,2
1981-02-21,66.962,2
1981-02-22,64.97800000000001,2
1981-02-23,63.494,2
1981-02-24,68.453,2
1981-02-25,76.449,2
